date,open,high,low,close,volume,ma_10,rsi,next_day_movement,future_price
2024-01-30,238.96abc,174.56,205.x,(220.39),Null,276.14abc,high,UP,outlier
23/04/24,(172.45),NaN,ERROR,144.66abc,8249855,294.61,76.86,Down,outlier
2024/02/21,241.79abc,ERROR,(185.98),122.1,,269.46abc,55.72,down,120.47
16-01-2024,NaN,NaN,?,?,{1114534},220.7.8,78.13.x,↑,160.98
25-03-2024,154.7.7,214.8.3,(203.04),none,,(293.2),1161,UP,141.18
2024-03-30,ERROR,NaN,297.17,ERROR,Null,(260.19),234,???,outlier
2024-02-26,220.1.4,none,ERROR,125.13,{5112565},(269.82),low,↓,211.33??
2024-04-06,214.93,143.x,ERROR,ERROR,Null,169.5.0,?,Up,124.52
22-04-2024,265.98,184.18,133.3.0,?,"2630436,abc",ERROR,305,↑,outlier
2024-04-14,ERROR,292.7.9,175.x,ERROR,,132.72,1192,↓,273.19
2024/02/12,?,?,NaN,169.x,Null,ERROR,53.04.x,???,outlier
17-01-2024,ERROR,131.x,202.3.2,251.x,Null,none,56.64,UP,267.86??
10/04/24,none,(128.87),(143.58),NaN,6784921,NaN,53.83.x,Down,200.84??
11-04-2024,193.x,(190.93),235.x,none,,?,72.13.x,↓,outlier
12/02/24,ERROR,140.93abc,275.x,ERROR,"1256254,abc",NaN,?,Up,NaN
2024/02/08,NaN,ERROR,220.x,118.55,Null,220.38abc,1187,down,NaN
2024/03/31,(212.21),112.11abc,130.1abc,?,{7112551},NaN,1408,UP,NaN
01/04/24,109.x,?,217.1.7,111.54abc,8867201units,248.1,26.13.x,Down,outlier
2024/04/11,NaN,204.79abc,none,?,"2026667,abc",NaN,low,Up,120.37
2024-01-23,(152.42),282.x,155.19abc,108.x,"6763028,abc",194.x,47.43,down,173.73
25/02/24,195.1.9,127.78abc,154.42abc,279.6.2,1202018units,?,73.09.x,UP,outlier
2024/02/27,NaN,256.28abc,271.83,115.x,,NaN,22.39,↓,NaN
2024-02-18,249.x,(262.69),(204.68),246.13abc,,?,950,Down,198.75??
08-04-2024,110.x,196.56abc,(137.95),136.38,Null,296.x,458,↓,outlier
2024-04-20,NaN,none,153.7.9,ERROR,,158.x,81.56.x,down,144.97
30/01/24,298.x,174.96abc,289.x,276.78,Null,?,?,↑,outlier
2024-03-05,none,NaN,129.74,(191.39),1030541,NaN,high,down,NaN
2024-04-04,(186.1),(242.27),204.91abc,(106.76),4730517units,211.1.1,1219,↑,outlier
27-02-2024,153.34abc,130.6.7,(120.38),(246.51),Null,none,37.29.x,Up,173.4??
22-01-2024,none,?,154.6.0,176.37abc,Null,ERROR,221,UP,291.72
19/04/24,none,176.07,297.4.1,278.61abc,Null,256.x,84.14,???,outlier
26-01-2024,129.84,(181.38),124.37,162.x,,?,913,Down,NaN
2024-04-30,ERROR,129.1.4,236.91,236.x,8709739,none,91.79,Up,126.85??
2024/02/27,238.43abc,(194.67),?,(148.8),,141.79,none,↑,103.07
2024/03/20,NaN,(161.05),210.97abc,ERROR,{1623935},122.x,79.18,↑,outlier
25/01/24,210.x,NaN,190.x,ERROR,"1729351,abc",220.37abc,none,↓,121.05
2024-02-25,(262.55),NaN,none,none,Null,(290.8),?,Down,NaN
03-01-2024,ERROR,?,ERROR,135.36abc,{6317889},ERROR,53.54.x,Down,205.5
03-01-2024,248.x,(287.98),218.26abc,237.01abc,Null,300.x,1429,↓,227.28
09/13/24,none,277.87,ERROR,NaN,{1145639},150.x,221,down,220.33??
2024-03-29,275.04,ERROR,268.42abc,112.28,"8424115,abc",ERROR,77.39,Up,215.06
2024-03-14,ERROR,(159.74),294.24,234.x,4993491,?,82.42.x,UP,257.92??
2024**04**05,?,ERROR,192.x,ERROR,8769187,(267.44),none,Up,NaN
29-04-2024,ERROR,189.4.7,ERROR,?,"6681700,abc",280.x,82.84.x,↑,221.9
2024-02-23,(256.52),?,?,124.78,"6401781,abc",(160.86),93.19,Down,outlier
2024/01/11,none,ERROR,279.66,ERROR,8577188,154.9.5,17.76.x,Down,NaN
2024-03-01,ERROR,237.x,135.5,121.4.2,2956418,235.5.8,8.35.x,↓,outlier
2024-04-18,238.01,298.x,NaN,none,"2203854,abc",212.78,543,???,outlier
15-01-2024,NaN,NaN,ERROR,NaN,{6668679},?,?,Down,NaN
02/03/24,243.19abc,ERROR,194.5,?,,236.96,398,???,outlier
12-01-2024,283.79abc,(230.02),(217.5),(234.2),"7597607,abc",127.36abc,none,Up,214.94??
23/04/24,275.x,ERROR,(277.24),166.82abc,7827867,none,high,Down,NaN
2024/04/25,228.23,ERROR,none,(262.87),{7866984},?,21.82,Up,280.08
2024/01/08,none,129.72,ERROR,none,4484141,284.25abc,136,down,141.79??
2024-03-16,267.55abc,ERROR,168.x,ERROR,{7601825},ERROR,63.04,Up,outlier
2024-01-20,257.87,(222.11),NaN,(125.73),{1596418},NaN,85.38,↓,outlier
2024-03-04,222.78abc,294.23,251.53abc,ERROR,"1750588,abc",none,14.02.x,Down,NaN
2024-01-07,156.x,NaN,none,none,,(149.54),1152,UP,129.25
2024/01/22,NaN,?,(142.36),293.9.6,Null,(100.66),492,down,outlier
23-01-2024,212.39,(268.16),160.69abc,180.28abc,,110.x,high,Up,outlier
2024/01/13,none,?,144.07,none,3810522,none,72.73.x,down,244.91
03-04-2024,252.99abc,288.6.6,124.x,?,4227415,159.04abc,high,???,135.38??
2024-04-25,104.9abc,NaN,none,224.x,"2138485,abc",(195.29),4.05.x,↓,NaN
26-01-2024,(217.26),NaN,NaN,ERROR,{3050276},(126.17),729,Down,197.91
12-02-2024,299.89abc,265.56abc,NaN,none,4023150,116.36,750,Up,outlier
2024/13/08,131.x,none,(167.0),225.5.7,"2388101,abc",264.1.0,none,Down,275.94??
14/04/24,103.x,ERROR,ERROR,none,Null,ERROR,64.72,Down,outlier
2024/02/12,257.37,?,128.13,275.76abc,Null,?,50.88,UP,outlier
15/02/24,NaN,(268.11),ERROR,(283.81),{7583232},105.7.3,80.45.x,Up,outlier
19/04/24,246.27,none,?,285.43abc,2989848,246.19,1346,Down,outlier
2024-04-27,ERROR,?,212.99,148.09abc,Null,209.x,24.0.x,down,170.06??
2024-01-12,219.37abc,268.x,212.8.8,NaN,{3912168},ERROR,high,down,145.27
2024/03/25,none,285.x,214.01abc,ERROR,"4018342,abc",186.39abc,none,Up,104.38??
2024-03-18,271.2.9,113.23,none,264.5.5,{5430577},287.x,314,UP,NaN
04-01-2024,?,200.59,ERROR,129.7.1,,253.85,34.32.x,↑,outlier
21/02/24,187.4.8,none,NaN,none,"6487511,abc",?,45.34,UP,291.76??
28-03-2024,286.0.1,none,109.8,none,Null,ERROR,2.08,↓,outlier
2024-03-07,ERROR,280.32,276.x,251.5.8,,135.1.7,83.08,UP,NaN
14/03/24,295.16abc,104.6.4,?,(274.23),5753129units,287.85,low,Up,outlier
21/02/24,NaN,NaN,none,195.9.3,{7924759},none,89.38.x,Down,NaN
2024/03/04,ERROR,292.89,ERROR,172.96abc,{7192311},?,low,↑,134.74
14/02/24,(200.51),?,131.x,269.x,,108.84abc,912,↓,268.28
2024-02-17,NaN,none,248.x,170.2.2,{7065699},243.74abc,943,Down,281.54
2024-02-01,180.39abc,265.55abc,260.55abc,179.x,{1938582},252.2.4,72.3.x,Down,151.39
04/04/24,240.66,241.9.6,ERROR,165.5.1,,ERROR,10.59.x,↓,160.34
15-02-2024,?,ERROR,(119.43),ERROR,,284.5.5,814,???,outlier
27/01/24,NaN,(111.11),?,?,Null,110.9.5,low,↑,190.99??
2024-03-23,252.x,295.x,NaN,(264.87),,(243.49),38.83,Down,145.78??
2024-03-02,(133.89),275.45,289.89abc,none,7414429units,218.x,1338,↑,NaN
22-01-2024,210.85,(292.01),?,279.7.5,7990578units,(113.71),75.24,UP,293.83??
24/02/24,195.16abc,NaN,(191.08),?,Null,(295.22),678,↑,outlier
2024/04/13,ERROR,?,?,ERROR,2541790,260.x,59.33,down,NaN
2024/01/23,179.92abc,none,238.47abc,none,{2155615},206.19,1370,UP,outlier
10/01/24,246.5.7,ERROR,ERROR,?,,?,90.45,Up,280.61
2024-03-31,282.11abc,ERROR,NaN,ERROR,Null,281.x,40.09.x,UP,outlier
01/02/24,282.07abc,289.25,119.x,ERROR,,NaN,1102,Down,NaN
2024-03-31,none,178.x,129.05,154.11,7058510,NaN,1376,Down,NaN
2024**04**05,165.x,?,297.53abc,none,"5144562,abc",258.x,?,Down,outlier
05/01/24,(266.06),236.02,none,(263.97),1796190units,205.0.2,458,Up,NaN
03-03-2024,none,241.7.6,202.6.5,?,6677538units,148.6.9,226,???,258.44
2024-02-06,?,none,273.8.9,294.13,"4176343,abc",none,none,↓,NaN
2024-02-22,232.36abc,none,(199.66),none,6362940units,226.x,?,down,outlier
2024/01/21,NaN,none,ERROR,139.x,Null,(239.52),770,Up,151.36
2024/04/29,155.48abc,177.29abc,(129.95),135.x,1766180,169.x,48.64,Up,NaN
13-03-2024,none,none,164.89,?,7330792,180.x,1.92,↓,160.96??
2024-03-02,(121.32),?,none,182.57,Null,164.02abc,54.66,down,218.34??
2024**04**05,255.8.3,229.x,?,(252.74),"2997024,abc",213.01abc,15.17,Down,outlier
2024-03-04,225.8.4,ERROR,?,(146.57),"8900067,abc",?,34.64.x,Down,293.64
2024/03/20,?,244.x,124.x,291.x,"7378915,abc",NaN,1079,Up,outlier
23-03-2024,NaN,125.8.4,?,285.x,6899186units,(191.06),83.36,Up,outlier
22/02/24,143.x,176.x,104.x,185.x,Null,NaN,?,Down,188.09
08/02/24,155.67abc,none,(120.13),NaN,"7407349,abc",ERROR,63.08,???,289.28??
09-04-2024,ERROR,255.x,NaN,ERROR,{5832124},none,13.75,Down,outlier
2024-03-03,none,NaN,157.2.8,181.x,"1763623,abc",125.79abc,?,down,NaN
2024/04/02,(180.87),188.15abc,191.71,138.19abc,4974379units,none,51.36.x,UP,220.1
2024-01-12,none,none,none,none,{5999338},ERROR,none,UP,256.81??
18/01/24,none,261.x,257.x,?,"6713876,abc",244.09abc,98.06,Up,237.06??
25/04/24,none,(188.11),?,NaN,"3536480,abc",188.68abc,56.51.x,???,181.22
2024-01-05,(292.41),NaN,128.94,ERROR,1770894,288.89,94,Up,outlier
2024/04/14,289.9.7,?,196.9,151.x,3310355units,256.39abc,62.3.x,Up,106.53
17-02-2024,(250.1),NaN,none,ERROR,,NaN,high,???,206.1??
12-03-2024,none,207.x,ERROR,NaN,,NaN,1113,Up,214.47
2024/03/18,208.4.3,204.9.6,296.73,none,6171956,ERROR,12.84,???,139.66??
2024/02/07,160.1.8,128.3.7,131.x,182.73,7439388,148.14abc,27.05,↓,142.46
23-03-2024,219.91,ERROR,(268.17),251.59,"5694017,abc",?,1415,↑,163.99??
24/02/24,239.x,none,?,263.31abc,{6226191},273.36abc,35.43,Down,NaN
19/02/24,167.x,ERROR,?,none,"1338484,abc",114.x,946,↑,outlier
2024-01-31,none,ERROR,(126.44),130.9.2,1617184units,(155.17),1125,↓,NaN
2024/01/28,?,NaN,?,(162.62),7510715units,?,?,???,251.79
2024-01-18,(230.69),285.23abc,none,ERROR,"1609050,abc",(259.54),44.08,↓,266.75
2024/04/30,none,171.x,none,?,"7889248,abc",252.23abc,4.39.x,Up,outlier
2024-02-28,131.05abc,259.6.4,none,ERROR,3977567,212.1.5,low,Down,248.81
2024-04-18,248.9.0,133.x,258.x,ERROR,2427246,299.78abc,59.09.x,UP,outlier
14-02-2024,none,none,(159.2),117.x,Null,260.56abc,68.17,???,outlier
2024/02/11,none,ERROR,174.3.1,242.9.1,{2541527},ERROR,233,Down,155.02??
18/04/24,124.x,ERROR,276.x,?,Null,?,758,↓,281.79??
17/13/24,112.16,253.62abc,?,104.0.7,,NaN,?,↑,NaN
2024/02/02,167.x,ERROR,?,236.37abc,"1053078,abc",ERROR,23.66.x,UP,NaN
2024/03/28,none,ERROR,?,NaN,6759508,?,81.09.x,???,NaN
04-04-2024,?,(277.38),NaN,150.0.2,7455064units,ERROR,987,UP,outlier
2024-01-05,?,288.56abc,?,202.49,Null,none,65.99,Up,outlier
30/01/24,ERROR,(268.05),NaN,141.x,,(104.13),81.38,Up,133.19
2024/01/11,108.9,231.3abc,none,235.6.5,6287721units,259.09abc,23.27.x,???,outlier
27/04/24,NaN,NaN,ERROR,176.x,,?,58.02.x,Up,outlier
2024/04/05,ERROR,235.5abc,(138.33),248.32abc,8375703,none,22.01,???,157.01??
27-02-2024,NaN,NaN,?,?,{2565118},?,37.36,↓,185.81
2024-01-18,133.35abc,285.2.5,none,(287.14),"8929736,abc",?,high,???,outlier
2024/01/31,NaN,179.4.7,133.4.1,ERROR,"8712494,abc",ERROR,1387,Down,outlier
2024-04-01,(265.89),none,153.94abc,NaN,"2461123,abc",(147.25),high,down,outlier
01/02/24,NaN,?,ERROR,151.8.6,3896592units,240.3.1,911,???,299.12??
2024/01/04,174.7,none,(291.37),139.1.4,"6579092,abc",ERROR,58.88,Up,118.35
11/04/24,141.51abc,151.78abc,?,221.31,"8582025,abc",ERROR,-42,Down,outlier
2024-02-18,135.32,241.7,ERROR,264.5.2,4637828units,?,1319,UP,outlier
31/01/24,none,142.42,NaN,196.0.4,1450669,ERROR,high,↑,279.44??
2024/04/21,148.x,NaN,ERROR,(277.66),"5773041,abc",?,none,Down,252.24??
2024/03/18,231.02,208.x,113.1.1,none,5577631units,ERROR,692,Up,221.35??
2024-03-18,268.49abc,(193.45),213.2.2,NaN,Null,215.1.1,none,↑,156.24
04/03/24,(249.44),none,(165.1),none,,255.79abc,51.55,UP,outlier
2024/01/19,273.44,138.43,ERROR,NaN,{1945047},162.x,low,down,269.77
07/04/24,(255.81),193.6.1,221.x,none,{3072842},244.9.3,578,↓,outlier
04/02/24,(237.33),ERROR,NaN,232.98abc,"3225087,abc",none,high,↓,276.85??
13/04/24,166.79abc,(222.9),NaN,ERROR,{1030097},ERROR,552,UP,NaN
22/04/24,234.14,NaN,(110.34),245.5.0,{2699632},273.9.4,94.45.x,down,NaN
2024/01/14,222.x,238.1.3,106.x,NaN,"8966908,abc",171.44abc,10.7,Up,NaN
2024/04/14,ERROR,(110.21),ERROR,181.9.4,{3299660},?,?,↓,171.03
28-03-2024,260.37,257.47,none,235.03abc,8857646units,ERROR,98,Up,297.45??
14-04-2024,?,103.41,NaN,none,Null,(284.9),28.79,down,NaN
2024/02/16,none,232.x,250.6.0,150.4,7448318units,143.x,725,↓,207.46??
2024-04-19,NaN,none,ERROR,?,,152.01abc,774,↓,152.46
2024-01-09,none,none,169.58abc,ERROR,,182.25abc,15.67.x,Down,268.09
2024-02-15,180.9.5,148.69abc,131.54abc,ERROR,Null,none,73.22.x,Down,112.67??
2024/03/08,242.2abc,NaN,127.17abc,none,Null,240.79,79.97,↓,264.89
2024/02/19,(273.09),252.82abc,237.0.1,?,"7800403,abc",none,low,???,outlier
2024-04-15,183.4.7,221.x,257.7.9,173.74abc,Null,?,high,↑,outlier
2024-01-07,152.4.6,NaN,?,122.1.0,6126083,NaN,22.43.x,↑,279.3??
2024/01/20,?,(138.92),257.03,185.x,2745158units,ERROR,90.59,↓,outlier
21-01-2024,none,?,199.x,NaN,"7776280,abc",150.8.4,?,↓,NaN
2024-04-10,183.x,none,ERROR,ERROR,{2148009},none,-3,↓,outlier
2024-03-27,(297.7),134.57,ERROR,none,,NaN,69.71,down,outlier
13-04-2024,172.0.9,?,130.72,275.x,,227.89abc,1369,down,outlier
24-02-2024,228.23abc,NaN,211.6.8,286.x,Null,237.57,none,UP,151.94??
22/02/24,?,(160.48),291.1,NaN,{6212489},(183.68),82.76.x,↓,228.07??
2024/03/14,104.6.0,(196.83),ERROR,120.55,3391096,277.13,776,???,outlier
18/01/24,233.17abc,?,143.56,(155.9),,?,71.81,down,283.91??
18/02/24,124.x,ERROR,ERROR,115.x,{1924551},(244.3),3.66,↑,outlier
11-01-2024,147.8.6,ERROR,151.6abc,NaN,,ERROR,153,down,186.2??
30-01-2024,?,260.x,ERROR,208.2.7,5205319,195.79,978,Down,201.53??
05/02/24,none,193.x,118.8.4,133.5.4,Null,none,?,↓,107.9
14/01/24,172.97abc,?,?,180.9.8,8632520,?,23.89,↑,145.16??
2024-03-29,ERROR,(279.91),(185.94),ERROR,,(155.5),1319,???,104.14
2024/04/23,283.8abc,285.33abc,(281.13),161.5.3,"4367431,abc",252.54,76.97.x,UP,NaN
26-04-2024,160.2.7,ERROR,265.14abc,none,{1075567},204.97,1443,↓,185.3??
25-02-2024,216.01,105.x,297.8.7,NaN,Null,ERROR,1207,Up,NaN
2024-04-12,NaN,259.61,(256.47),NaN,"6059838,abc",?,257,down,242.32
2024/02/17,143.95abc,?,244.24abc,239.5.8,2278991units,108.2.2,812,???,outlier
2024-03-14,?,NaN,(237.28),209.6.1,"3770595,abc",NaN,none,Down,NaN
21-04-2024,268.79abc,none,NaN,(140.34),{5164875},111.x,105,↑,282.22
19-02-2024,none,NaN,277.71abc,NaN,5689829units,NaN,49.37,Up,205.31??
2024-03-08,257.49abc,242.6.4,?,220.7.6,1330586,161.87abc,18.22.x,↑,outlier
2024-02-08,none,(151.56),none,100.42,"3268253,abc",none,894,↑,116.49??
05-03-2024,ERROR,(247.43),245.0.4,(265.48),5045703,240.2.8,65.26,Down,outlier
2024-02-19,102.67,176.0.7,?,121.47,"8523064,abc",287.2.0,27.93,UP,NaN
29/01/24,none,290.88,ERROR,147.x,1859561units,247.x,33.57,down,172.8??
07/03/24,NaN,160.x,277.21,?,4226702,260.x,1470,↑,outlier
2024/03/02,(246.39),(199.3),(178.33),ERROR,6278188,203.54,490,↓,124.1??
2024/02/11,(209.45),?,118.x,164.x,{8204429},267.95,1461,down,NaN
12/03/24,ERROR,NaN,NaN,283.2.3,{7739924},ERROR,high,UP,168.33
15-04-2024,?,?,NaN,none,{3763120},152.66abc,29.16.x,UP,NaN
2024-04-02,(162.26),159.05abc,199.x,160.08abc,{7231789},172.x,high,↓,outlier
2024/04/12,240.7.2,227.97,none,206.x,1930018units,none,low,down,198.24??
2024-04-30,NaN,218.25,152.46,(214.16),,NaN,35.85,UP,NaN
06-03-2024,243.55,245.65,258.3.7,none,5383803,(209.52),54.79,Down,NaN
2024-04-23,245.65,114.x,186.x,(174.94),,?,80.28.x,UP,236.98??
03/04/24,NaN,none,none,ERROR,,237.98abc,71.76,↑,outlier
2024/04/30,(207.14),287.1.5,?,NaN,3999581units,164.89,?,UP,NaN
2024-03-25,259.4.0,168.9.8,141.8abc,105.x,8935230units,(202.46),69.01,Down,273.73
2024/02/01,159.2.3,(251.97),none,none,3027795units,129.26,849,down,239.97
10-04-2024,NaN,NaN,ERROR,219.x,3214044units,126.x,99.09.x,UP,113.74
05-04-2024,none,none,106.x,NaN,"7860613,abc",ERROR,23.69.x,Up,NaN
24/04/24,(163.34),116.24abc,ERROR,217.37abc,Null,201.x,low,↓,179.61
2024/02/06,?,ERROR,(133.11),197.x,{4795319},201.0.4,88.36,↓,NaN
2024/01/19,none,284.x,none,213.77,Null,NaN,87.79.x,↓,outlier
04/04/24,?,NaN,201.x,183.99abc,3737125,215.19abc,?,Up,221.72??
19/04/24,none,(138.57),(148.3),NaN,,?,-32,↑,outlier
2024/02/19,247.0.7,none,118.x,240.5.2,"4773034,abc",182.22abc,880,Up,NaN
13-13-2024,?,282.84abc,(224.34),145.2.0,"7723781,abc",NaN,10.79.x,Down,160.79
09/04/24,250.2.8,268.89abc,164.x,(276.23),7546648,260.77,39.08,down,225.41??
25-03-2024,238.7.0,121.7abc,(152.75),NaN,,?,897,↑,NaN
25-01-2024,NaN,172.1.2,none,242.x,"6613832,abc",106.99abc,348,UP,outlier
2024/04/20,(181.25),135.x,111.85abc,?,,135.7.3,27,↓,outlier
2024/01/13,187.2.1,?,185.61abc,279.x,2333894,?,21.51,???,135.21
14-01-2024,290.4.7,114.6.1,175.35,ERROR,{8480326},NaN,80.7,Up,outlier
11-02-2024,118.x,ERROR,(214.8),?,4729997,168.x,78.18.x,???,261.56
2024-13-28,ERROR,?,ERROR,185.99,Null,139.x,1.51.x,???,151.12
17/03/24,286.49,ERROR,(267.53),ERROR,2957671units,NaN,92.05.x,Up,158.49??
28/03/24,none,(116.34),NaN,none,1899080units,none,93.95,Up,outlier
2024-03-18,NaN,?,none,ERROR,2928272units,?,15.81.x,???,242.36
15-01-2024,(250.51),143.94,161.9.8,201.44abc,5855742,140.55abc,58.11,Up,NaN
2024-03-14,?,(274.18),185.5.1,109.2.5,,NaN,52.14,↓,260.8??
05/01/24,ERROR,?,none,(180.69),Null,NaN,-18,↓,outlier
2024-04-17,(110.88),none,NaN,185.99,5820520units,none,92.45.x,Down,outlier
2024/01/09,(246.4),(214.47),ERROR,ERROR,1821344,ERROR,high,down,NaN
2024/01/24,(115.51),177.87abc,NaN,231.04abc,"5854868,abc",ERROR,91.26.x,Down,219.26??
26-01-2024,216.57,149.25abc,199.5.0,ERROR,5455573units,130.7.5,141,↓,NaN
2024/02/14,?,155.6.0,(244.72),NaN,,ERROR,870,UP,outlier
2024-02-23,188.x,(207.29),none,none,,101.87abc,none,↑,209.7
2024/04/19,ERROR,240.65abc,231.32,161.2abc,,NaN,5.99.x,↓,NaN
2024-03-08,129.19,ERROR,103.77abc,248.41abc,,130.08,none,↓,263.85??
2024-03-30,(260.21),none,254.36abc,NaN,Null,137.6.5,576,↑,outlier
2024-04-13,none,?,ERROR,182.45,,220.9.4,711,↑,outlier
2024/01/17,170.31abc,none,(183.93),?,3781580,188.x,432,↑,NaN
2024/03/26,(189.1),NaN,none,NaN,{1198465},none,50.09.x,Up,NaN
29-01-2024,215.3.9,?,none,287.76abc,{8945805},NaN,80.42,UP,outlier
10-01-2024,260.36abc,143.0.2,none,ERROR,{5338749},109.79abc,low,↓,outlier
02/03/24,291.9.2,125.59,293.x,none,,ERROR,12.32,Down,NaN
2024/04/05,none,ERROR,266.2.5,(271.63),3724856,233.x,1019,Down,150.31
2024/04/15,281.1.5,196.1.5,(102.16),none,"7413509,abc",236.0.1,high,???,NaN
2024/02/22,NaN,ERROR,292.37,(182.78),,NaN,880,UP,NaN
17/02/24,220.64,?,NaN,none,{4378064},(131.15),47.19.x,Down,292.51??
2024/01/05,101.x,NaN,(205.87),?,Null,163.66,?,UP,outlier
16/04/24,NaN,ERROR,295.77abc,175.75abc,Null,295.6.9,28.55,↓,275.0??
2024-02-03,171.1.8,202.8.8,NaN,193.x,,none,low,???,191.49??
15/04/24,206.x,277.11,237.36abc,111.3,1617814units,221.94abc,58.85.x,UP,outlier
02/03/24,135.6abc,NaN,188.79,ERROR,{2782436},219.18,77.69.x,↑,outlier
2024/04/05,152.0.4,(262.1),(104.31),?,{5582453},262.4.2,73.15,down,291.29
15/01/24,194.34abc,272.x,NaN,none,2999768units,NaN,17.1,down,161.15??
2024-01-26,ERROR,290.95,NaN,none,,none,?,Down,271.94??
2024/01/24,190.x,none,244.57,196.8.2,1741468units,250.34,none,Down,outlier
2024/02/17,?,NaN,?,ERROR,5975244,175.75,none,Down,NaN
2024-02-13,267.95abc,226.76,none,176.9.0,7870615,NaN,49.05.x,UP,NaN
28-01-2024,NaN,?,ERROR,154.62abc,7031490units,103.0.7,low,Up,101.86??
03/03/24,(290.98),176.7.1,133.3.0,114.08abc,"2799614,abc",115.78abc,651,Up,148.4
21-04-2024,208.56,258.52abc,none,ERROR,,(234.62),81.03.x,down,NaN
2024/04/10,273.49abc,NaN,NaN,ERROR,"4285258,abc",none,low,down,167.82
2024-01-09,182.8.1,NaN,235.49abc,?,3372473units,ERROR,81.83.x,Up,191.22??
2024/03/09,273.x,192.5.7,246.3.2,NaN,"8611370,abc",146.58abc,low,Down,242.34??
04/03/24,153.66abc,?,101.91abc,NaN,8017899units,285.7abc,906,UP,109.81
05-03-2024,NaN,130.56,NaN,NaN,{4838294},204.93abc,74.82,???,outlier
30/01/24,none,184.x,287.5.9,(285.34),3760814,?,2.42.x,↑,215.14
30-03-2024,ERROR,185.93abc,151.9.2,(194.62),{4650565},(191.32),high,???,278.64??
24/03/24,124.x,(254.79),?,(294.31),,151.x,7,???,outlier
2024-03-23,(266.53),none,127.98,NaN,Null,255.x,13.75.x,Down,outlier
2024/01/20,none,201.x,213.8.3,?,{7513488},110.88,22.76,???,NaN
2024/04/24,126.04abc,NaN,254.62abc,NaN,{1327438},ERROR,?,down,194.83??
2024-03-01,177.x,ERROR,(272.89),?,4729404units,none,low,down,outlier
24/02/24,104.x,168.x,216.6.0,254.1.7,"6211624,abc",NaN,90.43,↑,291.62
2024/03/07,170.38,(291.58),182.96,106.74,8175235,none,55.68.x,↑,NaN
2024-01-08,?,193.2.1,(123.26),106.x,,256.x,38.47,Up,285.26??
2024/03/05,(281.85),158.44,ERROR,253.56,Null,(105.82),99.8,Down,288.2
2024/02/06,ERROR,228.12,125.x,NaN,,ERROR,high,↑,outlier
2024/02/26,?,(214.74),(265.99),?,"3511087,abc",ERROR,high,???,107.67??
08-01-2024,NaN,167.51,ERROR,269.51abc,"5081187,abc",230.x,?,???,NaN
14-03-2024,?,175.94abc,288.3.3,120.91abc,,189.x,high,???,143.24
2024/04/17,179.47,?,237.25abc,288.6abc,,293.8.5,10.68,Up,291.07
21-01-2024,147.6.6,111.1.0,145.x,?,Null,NaN,685,↑,outlier
2024/02/08,none,?,182.62,NaN,"6038355,abc",ERROR,24.21.x,↓,outlier
10/04/24,261.4,170.39abc,NaN,125.22,8882865units,215.x,15.6.x,Down,NaN
2024/02/06,?,NaN,?,NaN,"4042592,abc",?,72.35.x,Down,NaN
12-01-2024,?,ERROR,ERROR,NaN,"4470134,abc",(125.7),28.43.x,Up,NaN
13-04-2024,194.5,190.x,104.27,?,3149902,250.3.4,?,???,100.72??
2024/02/26,(142.16),144.x,none,102.2.6,{5746833},none,high,↓,NaN
2024-04-05,ERROR,108.8.5,ERROR,ERROR,5017159units,?,745,↓,NaN
15/02/24,205.x,145.x,268.29,139.1.5,4755603units,160.15abc,522,UP,outlier
2024-03-29,213.56abc,205.x,161.6.3,ERROR,1562610units,(244.23),13.96,UP,NaN
2024/01/15,284.31abc,144.81,254.46,239.x,{6812491},239.1.3,37.04.x,Up,225.92??
27/02/24,?,146.3.2,298.7.6,218.71,4401619,100.x,24.18,UP,124.25??
2024-01-01,?,ERROR,273.29abc,ERROR,"1047237,abc",279.x,27.88,UP,outlier
22/03/24,186.x,NaN,NaN,?,,NaN,470,down,outlier
2024/01/10,(191.86),?,172.41,293.x,1173556units,none,high,???,220.09??
14/02/24,278.25abc,none,NaN,236.21abc,{1164342},202.94,33.99.x,down,243.81
22-02-2024,(115.49),?,155.72abc,117.05abc,Null,184.3.3,?,down,193.88
19/03/24,none,209.97,148.x,(282.75),7602419,121.6.4,87.59.x,???,227.52
24/03/24,none,none,none,(167.62),6090124units,113.27abc,937,Up,outlier
2024-01-03,280.63abc,213.2,148.1.9,(242.22),Null,ERROR,19.07.x,UP,outlier
2024-02-09,150.x,NaN,NaN,ERROR,{6163904},(164.95),47.86.x,Down,193.41
2024-03-17,(220.93),255.04abc,257.17abc,204.9,Null,169.7.6,65.84.x,↑,210.31
2024-01-07,295.x,NaN,ERROR,ERROR,"4776991,abc",?,1178,UP,140.67??
03-01-2024,132.x,NaN,?,NaN,,ERROR,?,???,160.71
2024-02-06,none,ERROR,294.37,205.x,1691641units,NaN,982,Down,253.52??
2024/03/27,162.26,ERROR,290.x,NaN,{5889309},176.53,556,↓,outlier
15-03-2024,ERROR,251.27,(245.26),113.x,,136.23,8.61.x,↓,210.01
26-01-2024,191.8abc,NaN,136.1.5,197.x,,NaN,66.85,Up,233.43??
24-03-2024,ERROR,NaN,(159.53),NaN,{3854642},ERROR,90,Down,outlier
29/01/24,299.74,NaN,ERROR,NaN,{8785473},206.x,?,↓,253.27
